"","first_half","second_half","method","n"
"gene10120",1.59989575623889,0.598578355509097,"TOAST LFC","Total sample size in a half = 50"
"gene11120",1.96142681907745,-1.00322156744375,"TOAST LFC","Total sample size in a half = 50"
"gene12120",0.910397027923098,2.11265076460168,"TOAST LFC","Total sample size in a half = 50"
"gene13120",0.937264947306165,-0.127788103166329,"TOAST LFC","Total sample size in a half = 50"
"gene14120",-3.57283088368751,1.23321611310601,"TOAST LFC","Total sample size in a half = 50"
"gene15120",1.059836728406,1.58281336323953,"TOAST LFC","Total sample size in a half = 50"
"gene16120",0.168946286258375,1.8878844981637,"TOAST LFC","Total sample size in a half = 50"
"gene17120",-0.363667449278454,1.12493610866278,"TOAST LFC","Total sample size in a half = 50"
"gene18120",0.647325304070779,-0.756465911585826,"TOAST LFC","Total sample size in a half = 50"
"gene19120",2.06120770811435,0.841617750179128,"TOAST LFC","Total sample size in a half = 50"
"gene2020",-0.246787478333045,0.616953478766444,"TOAST LFC","Total sample size in a half = 50"
"gene2126",2.1362159429048,0.209262091873662,"TOAST LFC","Total sample size in a half = 50"
"gene2220",1.95985252278949,-0.80262677503711,"TOAST LFC","Total sample size in a half = 50"
"gene2320",1.58665907592794,0.313018400831462,"TOAST LFC","Total sample size in a half = 50"
"gene2420",1.2925530286425,-1.31836465345432,"TOAST LFC","Total sample size in a half = 50"
"gene2520",1.29856901279504,-0.73873988463246,"TOAST LFC","Total sample size in a half = 50"
"gene2620",0.0465704617214847,0.387298312866062,"TOAST LFC","Total sample size in a half = 50"
"gene2720",0.551492410032077,0.694154941507838,"TOAST LFC","Total sample size in a half = 50"
"gene2820",1.01239877710716,1.13898288165186,"TOAST LFC","Total sample size in a half = 50"
"gene2920",0.834533425656607,6.06051196203502,"TOAST LFC","Total sample size in a half = 50"
"gene3020",0.10940888738328,0.00416064808597903,"TOAST LFC","Total sample size in a half = 50"
"gene3126",-0.00846729019080787,1.91378530089073,"TOAST LFC","Total sample size in a half = 50"
"gene3220",0.850968028621302,1.2533076209167,"TOAST LFC","Total sample size in a half = 50"
"gene3320",0.594055161971403,1.20198090493526,"TOAST LFC","Total sample size in a half = 50"
"gene3420",2.65989291892874,3.80079983639566,"TOAST LFC","Total sample size in a half = 50"
"gene3520",-0.24597597569056,1.54668421122065,"TOAST LFC","Total sample size in a half = 50"
"gene3620",2.94093206301762,1.04720073345177,"TOAST LFC","Total sample size in a half = 50"
"gene3720",-0.25917014557225,5.2182364968477,"TOAST LFC","Total sample size in a half = 50"
"gene3820",0.935607804957353,1.8021368932675,"TOAST LFC","Total sample size in a half = 50"
"gene3920",0.981800621889615,0.950319805573863,"TOAST LFC","Total sample size in a half = 50"
"gene4020",2.21167401771889,2.35024748387105,"TOAST LFC","Total sample size in a half = 50"
"gene4126",2.7930332795616,0.14278978333634,"TOAST LFC","Total sample size in a half = 50"
"gene4220",0.810246005492534,0.388499329102658,"TOAST LFC","Total sample size in a half = 50"
"gene4320",-1.00029834630703,0.767666625970965,"TOAST LFC","Total sample size in a half = 50"
"gene4420",3.38469792322442,1.47853234981007,"TOAST LFC","Total sample size in a half = 50"
"gene4520",0.282047666762764,-1.23233185115645,"TOAST LFC","Total sample size in a half = 50"
"gene4620",1.01851596231838,1.05656188706083,"TOAST LFC","Total sample size in a half = 50"
"gene4720",0.610864460114456,-0.903866085490451,"TOAST LFC","Total sample size in a half = 50"
"gene4820",2.31386013678049,1.24948105337298,"TOAST LFC","Total sample size in a half = 50"
"gene4920",3.46478819956388,1.40103631168298,"TOAST LFC","Total sample size in a half = 50"
"gene5020",-0.16074105802444,-0.696854248132903,"TOAST LFC","Total sample size in a half = 50"
"gene5126",1.89925937647042,0.582201993939936,"TOAST LFC","Total sample size in a half = 50"
"gene5220",-0.0452623920312376,1.24313219253836,"TOAST LFC","Total sample size in a half = 50"
"gene5320",2.74072852218396,-0.0515275535536502,"TOAST LFC","Total sample size in a half = 50"
"gene5420",0.778509080640364,-0.444451804418305,"TOAST LFC","Total sample size in a half = 50"
"gene5520",-0.734428789358384,0.250588336138712,"TOAST LFC","Total sample size in a half = 50"
"gene5620",0.653697612142526,-1.46691065589946,"TOAST LFC","Total sample size in a half = 50"
"gene5720",0.696487934022959,0.75255501885228,"TOAST LFC","Total sample size in a half = 50"
"gene5820",0.407386366782474,0.680966742410261,"TOAST LFC","Total sample size in a half = 50"
"gene5920",1.28374715472275,0.233405992198833,"TOAST LFC","Total sample size in a half = 50"
"gene6020",1.43235718025318,-0.5828398824125,"TOAST LFC","Total sample size in a half = 50"
"gene6126",0.198320870130627,0.915038866251977,"TOAST LFC","Total sample size in a half = 50"
"gene6220",1.95694978023837,1.78575954862048,"TOAST LFC","Total sample size in a half = 50"
"gene6320",1.21392904139597,2.23085374206615,"TOAST LFC","Total sample size in a half = 50"
"gene6420",1.12804410134483,2.83056926240538,"TOAST LFC","Total sample size in a half = 50"
"gene6520",-1.16963214636896,-2.533380179862,"TOAST LFC","Total sample size in a half = 50"
"gene6620",0.447336774140721,-0.828868152710883,"TOAST LFC","Total sample size in a half = 50"
"gene6720",-0.0914674026402278,-0.709355050393185,"TOAST LFC","Total sample size in a half = 50"
"gene6820",1.56495802220766,1.07618715789888,"TOAST LFC","Total sample size in a half = 50"
"gene6920",0.692042075411489,1.24093025317831,"TOAST LFC","Total sample size in a half = 50"
"gene7020",-0.312863136505525,1.13880481768184,"TOAST LFC","Total sample size in a half = 50"
"gene7126",1.77067993347633,1.08763322073856,"TOAST LFC","Total sample size in a half = 50"
"gene7220",0.97830786283271,2.98493126125843,"TOAST LFC","Total sample size in a half = 50"
"gene7320",3.59986824595929,0.725428556237055,"TOAST LFC","Total sample size in a half = 50"
"gene7420",-0.45755074915315,-0.474635832108546,"TOAST LFC","Total sample size in a half = 50"
"gene7520",1.16767414063814,1.24896196882613,"TOAST LFC","Total sample size in a half = 50"
"gene7620",0.0108190343502088,1.57528057891469,"TOAST LFC","Total sample size in a half = 50"
"gene7720",0.910320475047542,0.916924070620963,"TOAST LFC","Total sample size in a half = 50"
"gene7820",0.0630498466256797,-1.85973910726544,"TOAST LFC","Total sample size in a half = 50"
"gene7920",-1.87662398412484,1.36768380558151,"TOAST LFC","Total sample size in a half = 50"
"gene8020",1.22307156832561,0.44423637654301,"TOAST LFC","Total sample size in a half = 50"
"gene8126",0.777586593372466,0.723627058021021,"TOAST LFC","Total sample size in a half = 50"
"gene8220",-1.97768129380737,1.82895300172922,"TOAST LFC","Total sample size in a half = 50"
"gene8320",-0.337532542788142,1.26834700746962,"TOAST LFC","Total sample size in a half = 50"
"gene8420",1.88067851574943,1.14112465309109,"TOAST LFC","Total sample size in a half = 50"
"gene8520",1.464783254945,-0.367946298092938,"TOAST LFC","Total sample size in a half = 50"
"gene8620",-1.80005652344168,0.93587165771294,"TOAST LFC","Total sample size in a half = 50"
"gene8720",1.16185493224077,0.93839088770118,"TOAST LFC","Total sample size in a half = 50"
"gene8820",1.70460444547081,0.489889200901362,"TOAST LFC","Total sample size in a half = 50"
"gene8920",0.868715237468988,1.17691740825946,"TOAST LFC","Total sample size in a half = 50"
"gene9020",0.916376610496435,1.52791700483371,"TOAST LFC","Total sample size in a half = 50"
"gene9126",1.18874994235095,1.19277101415283,"TOAST LFC","Total sample size in a half = 50"
"gene9220",1.08156547500243,-0.393451517153259,"TOAST LFC","Total sample size in a half = 50"
"gene9320",1.16482731042807,0.321227991103706,"TOAST LFC","Total sample size in a half = 50"
"gene9420",1.91003300782597,0.430776954461371,"TOAST LFC","Total sample size in a half = 50"
"gene9520",0.980372568535916,1.00138468192548,"TOAST LFC","Total sample size in a half = 50"
"gene9620",0.960571702983596,-1.58783082682987,"TOAST LFC","Total sample size in a half = 50"
"gene9720",-0.298163006181036,0.151230835229143,"TOAST LFC","Total sample size in a half = 50"
"gene9820",3.70905011442296,2.97224245362341,"TOAST LFC","Total sample size in a half = 50"
"gene9920",-0.122000493692438,1.75781557705767,"TOAST LFC","Total sample size in a half = 50"
"gene10020",-0.35391238459838,0.041111353813654,"TOAST LFC","Total sample size in a half = 50"
"gene10126",-0.275346777831983,1.17667010992861,"TOAST LFC","Total sample size in a half = 50"
"gene10220",1.00321928559866,0.374928806564511,"TOAST LFC","Total sample size in a half = 50"
"gene10320",0.00903671430502048,1.63046638679157,"TOAST LFC","Total sample size in a half = 50"
"gene10420",-1.06588987534061,3.52560723575194,"TOAST LFC","Total sample size in a half = 50"
"gene10520",1.42876137320539,-0.619966331365585,"TOAST LFC","Total sample size in a half = 50"
"gene10620",0.52207613265634,1.50985955763513,"TOAST LFC","Total sample size in a half = 50"
"gene10720",2.27713019406325,-0.190568460482974,"TOAST LFC","Total sample size in a half = 50"
"gene10820",0.85946491134317,-2.2013389434268,"TOAST LFC","Total sample size in a half = 50"
"gene10920",1.87200401537938,3.78433568848861,"TOAST LFC","Total sample size in a half = 50"
"gene11026",1.0401930406361,1.73053774875627,"TOAST LFC","Total sample size in a half = 50"
"gene11126",1.86533976386872,1.44191273502226,"TOAST LFC","Total sample size in a half = 50"
"gene11220",2.29903345331967,2.80936199133489,"TOAST LFC","Total sample size in a half = 50"
"gene11320",-1.95160805032439,0.689362401791743,"TOAST LFC","Total sample size in a half = 50"
"gene11420",0.604765734685738,-0.743509836750159,"TOAST LFC","Total sample size in a half = 50"
"gene11520",1.22821315104769,0.352314989499236,"TOAST LFC","Total sample size in a half = 50"
"gene11620",1.24865690405768,0.337922306158119,"TOAST LFC","Total sample size in a half = 50"
"gene11720",1.44314714280852,-1.15194678335785,"TOAST LFC","Total sample size in a half = 50"
"gene11820",0.741498688547517,0.0807378423120364,"TOAST LFC","Total sample size in a half = 50"
"gene11920",2.17903925468136,0.33782236156714,"TOAST LFC","Total sample size in a half = 50"
"gene12020",0.899924798531465,0.757348819887565,"TOAST LFC","Total sample size in a half = 50"
"gene12126",-0.624298709762434,1.52570664257162,"TOAST LFC","Total sample size in a half = 50"
"gene12220",2.92379679792467,1.02332910160072,"TOAST LFC","Total sample size in a half = 50"
"gene12320",2.26465254658084,0.430402920601018,"TOAST LFC","Total sample size in a half = 50"
"gene12420",1.28130813095651,-1.35707583967287,"TOAST LFC","Total sample size in a half = 50"
"gene12520",0.7677985820972,2.64676181180636,"TOAST LFC","Total sample size in a half = 50"
"gene12620",0.119190398662434,0.781080951209279,"TOAST LFC","Total sample size in a half = 50"
"gene12720",1.45327752734185,0.245877634956567,"TOAST LFC","Total sample size in a half = 50"
"gene12820",0.859446142800274,0.781425635698297,"TOAST LFC","Total sample size in a half = 50"
"gene12920",1.24563906387747,0.126938657302887,"TOAST LFC","Total sample size in a half = 50"
"gene13020",0.658586123847715,-2.63640336400911,"TOAST LFC","Total sample size in a half = 50"
"gene13126",0.246437021133811,-0.0345478714370187,"TOAST LFC","Total sample size in a half = 50"
"gene13220",3.38243254831256,0.900091784320644,"TOAST LFC","Total sample size in a half = 50"
"gene13320",1.10476586098808,-0.428912005221093,"TOAST LFC","Total sample size in a half = 50"
"gene13420",0.929644962837854,-0.451865925915424,"TOAST LFC","Total sample size in a half = 50"
"gene13520",2.52816076475546,1.6787011048763,"TOAST LFC","Total sample size in a half = 50"
"gene13620",0.060750306716074,-0.688166378987357,"TOAST LFC","Total sample size in a half = 50"
"gene13720",0.321543151722427,0.522641426721187,"TOAST LFC","Total sample size in a half = 50"
"gene13820",1.2585603268674,1.01990949232955,"TOAST LFC","Total sample size in a half = 50"
"gene13920",2.48138129095402,4.33081218012121,"TOAST LFC","Total sample size in a half = 50"
"gene14020",0.279436956418447,-0.396901753001198,"TOAST LFC","Total sample size in a half = 50"
"gene14126",-0.722403100978432,-0.892518482719534,"TOAST LFC","Total sample size in a half = 50"
"gene14220",1.39824090073524,0.259357425695013,"TOAST LFC","Total sample size in a half = 50"
"gene14320",0.782634636148725,0.0361041495840813,"TOAST LFC","Total sample size in a half = 50"
"gene14420",0.71363191785651,3.64384636346788,"TOAST LFC","Total sample size in a half = 50"
"gene14520",2.18616725708882,4.94978037599898,"TOAST LFC","Total sample size in a half = 50"
"gene14620",0.837660353374218,2.4602692218346,"TOAST LFC","Total sample size in a half = 50"
"gene14720",-0.297061434062824,-0.263486411027993,"TOAST LFC","Total sample size in a half = 50"
"gene14820",3.74402668870576,0.477158288774041,"TOAST LFC","Total sample size in a half = 50"
"gene14920",1.36615784153475,0.0407942464049669,"TOAST LFC","Total sample size in a half = 50"
"gene15020",0.437693327788415,-0.666344570077419,"TOAST LFC","Total sample size in a half = 50"
"gene15126",1.49953201307241,-0.460366064191064,"TOAST LFC","Total sample size in a half = 50"
"gene15220",0.358475367407823,-0.124074687151045,"TOAST LFC","Total sample size in a half = 50"
"gene15320",0.951098406494314,0.956867155998071,"TOAST LFC","Total sample size in a half = 50"
"gene15420",0.581906615902279,-0.0107244819990593,"TOAST LFC","Total sample size in a half = 50"
"gene15520",-0.269596420502307,5.18300520478974,"TOAST LFC","Total sample size in a half = 50"
"gene15620",1.00569588754625,3.93791067856324,"TOAST LFC","Total sample size in a half = 50"
"gene15720",1.11533148284229,-0.292580126888872,"TOAST LFC","Total sample size in a half = 50"
"gene15820",0.27314360719343,1.45089374613785,"TOAST LFC","Total sample size in a half = 50"
"gene15920",-0.539089601852386,0.433300804821615,"TOAST LFC","Total sample size in a half = 50"
"gene16020",0.899484641623326,0.658758385438428,"TOAST LFC","Total sample size in a half = 50"
"gene16126",1.10273537314049,-0.0988655761912021,"TOAST LFC","Total sample size in a half = 50"
"gene16220",1.72888552471632,0.304724118647149,"TOAST LFC","Total sample size in a half = 50"
"gene16320",3.04566716938411,2.54317760743896,"TOAST LFC","Total sample size in a half = 50"
"gene16420",1.13590239550045,2.36363279693973,"TOAST LFC","Total sample size in a half = 50"
"gene16520",2.87166534238558,1.64469269401447,"TOAST LFC","Total sample size in a half = 50"
"gene16620",0.914390877305813,-6.99351905459727,"TOAST LFC","Total sample size in a half = 50"
"gene16720",5.63400475950394,0.562018933134521,"TOAST LFC","Total sample size in a half = 50"
"gene16820",2.29393686732605,0.105069768076649,"TOAST LFC","Total sample size in a half = 50"
"gene16920",2.72734120568602,1.03989507651346,"TOAST LFC","Total sample size in a half = 50"
"gene17020",1.4512459664932,-0.307896208407602,"TOAST LFC","Total sample size in a half = 50"
"gene17126",3.23144214834398,0.986045108962481,"TOAST LFC","Total sample size in a half = 50"
"gene17220",0.646649382084551,0.741563887416875,"TOAST LFC","Total sample size in a half = 50"
"gene17320",3.79441204207226,0.812394248559039,"TOAST LFC","Total sample size in a half = 50"
"gene17420",0.280361235528382,0.0164996972524513,"TOAST LFC","Total sample size in a half = 50"
"gene17520",3.05247900026442,0.260023854973396,"TOAST LFC","Total sample size in a half = 50"
"gene17620",0.976103054946772,0.54527325893383,"TOAST LFC","Total sample size in a half = 50"
"gene17720",1.02648824001302,-1.59562735331724,"TOAST LFC","Total sample size in a half = 50"
"gene17820",-1.62916009220344,0.618686928116802,"TOAST LFC","Total sample size in a half = 50"
"gene17920",1.7949307591335,-2.68699363834596,"TOAST LFC","Total sample size in a half = 50"
"gene18020",0.359993507509225,4.72213606324384,"TOAST LFC","Total sample size in a half = 50"
"gene18126",-1.45203178068296,2.80548380407846,"TOAST LFC","Total sample size in a half = 50"
"gene18220",-0.445200205803792,0.888895462111002,"TOAST LFC","Total sample size in a half = 50"
"gene18320",2.89996439247654,-2.03586623979884,"TOAST LFC","Total sample size in a half = 50"
"gene18420",2.57673753477756,0.643870244237454,"TOAST LFC","Total sample size in a half = 50"
"gene18520",0.641341222926265,1.49876331363956,"TOAST LFC","Total sample size in a half = 50"
"gene18620",1.15350526047888,-1.39735104291766,"TOAST LFC","Total sample size in a half = 50"
"gene18720",0.946675911022122,0.697130492605752,"TOAST LFC","Total sample size in a half = 50"
"gene18820",1.14900152522598,1.48436834749406,"TOAST LFC","Total sample size in a half = 50"
"gene18920",0.0377711277886661,0.254875826045913,"TOAST LFC","Total sample size in a half = 50"
"gene19020",1.34221626432169,0.361701256344972,"TOAST LFC","Total sample size in a half = 50"
"gene19126",0.0288781292225787,-0.16538972900716,"TOAST LFC","Total sample size in a half = 50"
"gene19220",2.6887325020354,1.51198093461542,"TOAST LFC","Total sample size in a half = 50"
"gene19320",1.66813521419831,0.839809585149814,"TOAST LFC","Total sample size in a half = 50"
"gene19420",1.36813127589765,3.92670187401666,"TOAST LFC","Total sample size in a half = 50"
"gene19520",1.32570333316607,1.36419535907619,"TOAST LFC","Total sample size in a half = 50"
"gene19620",0.532976462613893,-0.27008431874323,"TOAST LFC","Total sample size in a half = 50"
"gene19720",1.59800568808387,2.34930507910866,"TOAST LFC","Total sample size in a half = 50"
"gene19820",6.26238806041371,3.90785795400859,"TOAST LFC","Total sample size in a half = 50"
"gene19920",0.369493920986644,-3.48721690746386,"TOAST LFC","Total sample size in a half = 50"
"gene2006",-1.0068360448863,0.988901195056758,"TOAST LFC","Total sample size in a half = 50"
"gene20110",1.96047476083058,0.00355678494982937,"TOAST LFC","Total sample size in a half = 50"
"gene2026",1.72659513018577,0.338491139006142,"TOAST LFC","Total sample size in a half = 50"
"gene2036",0.557911318470143,1.28007644006979,"TOAST LFC","Total sample size in a half = 50"
"gene2046",-0.333342656665976,2.02979860293294,"TOAST LFC","Total sample size in a half = 50"
"gene2056",1.50467779652251,0.23004077823156,"TOAST LFC","Total sample size in a half = 50"
"gene2066",1.77382777839751,4.4678550521687,"TOAST LFC","Total sample size in a half = 50"
"gene2076",3.39810974792534,0.363146337637851,"TOAST LFC","Total sample size in a half = 50"
"gene2086",2.75382600832927,0.654166507448903,"TOAST LFC","Total sample size in a half = 50"
"gene2096",1.83276466762208,0.730821891355456,"TOAST LFC","Total sample size in a half = 50"
"gene21010",0.666619010679292,0.331057842442881,"TOAST LFC","Total sample size in a half = 50"
"gene21110",-0.00113197513682618,-0.27197423846667,"TOAST LFC","Total sample size in a half = 50"
"gene2127",1.51022865925112,1.48664716745111,"TOAST LFC","Total sample size in a half = 50"
"gene2136",0.334259755937569,0.863154504905501,"TOAST LFC","Total sample size in a half = 50"
"gene2146",6.08884228309581,1.68636799562919,"TOAST LFC","Total sample size in a half = 50"
"gene2156",2.15690315997513,2.13433834001285,"TOAST LFC","Total sample size in a half = 50"
"gene2166",1.13913702816462,-0.0553430811878478,"TOAST LFC","Total sample size in a half = 50"
"gene2176",1.4998038268374,1.64965122847584,"TOAST LFC","Total sample size in a half = 50"
"gene2186",2.45606130028416,1.14599411737226,"TOAST LFC","Total sample size in a half = 50"
"gene2196",1.74184174361634,0.338602549971489,"TOAST LFC","Total sample size in a half = 50"
"gene2206",2.858974036498,1.48184958650973,"TOAST LFC","Total sample size in a half = 50"
"gene22110",-0.478080705064601,-2.92463097552928,"TOAST LFC","Total sample size in a half = 50"
"gene2226",0.909195470996255,3.98323696602293,"TOAST LFC","Total sample size in a half = 50"
"gene2236",5.98349781714436,1.12131984419033,"TOAST LFC","Total sample size in a half = 50"
"gene2246",-0.367347537883347,0.837118186594759,"TOAST LFC","Total sample size in a half = 50"
"gene2256",0.420976094947068,0.748438559402827,"TOAST LFC","Total sample size in a half = 50"
"gene2266",1.10317829509957,-0.458581815955444,"TOAST LFC","Total sample size in a half = 50"
"gene2276",1.31769512648676,-0.610601493486335,"TOAST LFC","Total sample size in a half = 50"
"gene2286",-0.53531704780726,1.53717880454109,"TOAST LFC","Total sample size in a half = 50"
"gene2296",0.945966087701016,1.55291081741865,"TOAST LFC","Total sample size in a half = 50"
"gene2306",0.258380144535952,1.06210858546596,"TOAST LFC","Total sample size in a half = 50"
"gene23110",1.01864840006316,6.50592858151375,"TOAST LFC","Total sample size in a half = 50"
"gene2326",0.190640515118853,1.89787947876091,"TOAST LFC","Total sample size in a half = 50"
"gene2336",2.61206527328289,1.85625411899998,"TOAST LFC","Total sample size in a half = 50"
"gene2346",4.08841544163016,2.24448406460923,"TOAST LFC","Total sample size in a half = 50"
"gene2356",1.13780349923009,-0.893016593116927,"TOAST LFC","Total sample size in a half = 50"
"gene2366",0.525545866250321,-0.255513100844669,"TOAST LFC","Total sample size in a half = 50"
"gene2376",0.853731960390894,0.77999322526947,"TOAST LFC","Total sample size in a half = 50"
"gene2386",-0.0503436749205517,0.407616409947416,"TOAST LFC","Total sample size in a half = 50"
"gene2396",0.901648128367668,3.81173330978114,"TOAST LFC","Total sample size in a half = 50"
"gene2406",-0.397451721379808,1.47463616206129,"TOAST LFC","Total sample size in a half = 50"
"gene24110",1.82942130761842,0.203734188080105,"TOAST LFC","Total sample size in a half = 50"
"gene2426",1.34063054305843,-0.285807528358807,"TOAST LFC","Total sample size in a half = 50"
"gene2436",2.14192781605657,0.476313890654056,"TOAST LFC","Total sample size in a half = 50"
"gene2446",3.19909442979251,-0.220372125068019,"TOAST LFC","Total sample size in a half = 50"
"gene2456",2.66448677191098,1.23206844283888,"TOAST LFC","Total sample size in a half = 50"
"gene2466",1.3309617733404,0.548078429748011,"TOAST LFC","Total sample size in a half = 50"
"gene2476",0.614134329631681,-1.39446646641766,"TOAST LFC","Total sample size in a half = 50"
"gene2486",-1.19208761162264,0.733471408630471,"TOAST LFC","Total sample size in a half = 50"
"gene2496",-0.299496409940525,0.471519297188027,"TOAST LFC","Total sample size in a half = 50"
"gene2506",0.85892887189561,1.62179537814083,"TOAST LFC","Total sample size in a half = 50"
"gene25110",0.495815890779899,1.01528094420302,"TOAST LFC","Total sample size in a half = 50"
"gene2526",0.00456056048329601,2.22943526382063,"TOAST LFC","Total sample size in a half = 50"
"gene2536",1.85129601677873,1.09124437775365,"TOAST LFC","Total sample size in a half = 50"
"gene2546",3.46991979972229,-0.245750000733356,"TOAST LFC","Total sample size in a half = 50"
"gene2556",1.18546837360441,0.453511382641058,"TOAST LFC","Total sample size in a half = 50"
"gene2566",2.73847186319377,1.14647702606634,"TOAST LFC","Total sample size in a half = 50"
"gene2576",0.151787692831843,-0.557159185094753,"TOAST LFC","Total sample size in a half = 50"
"gene2586",4.30992956094245,0.793143956874656,"TOAST LFC","Total sample size in a half = 50"
"gene2596",2.05038371150664,-0.176571604608581,"TOAST LFC","Total sample size in a half = 50"
"gene2606",0.126545267598761,-0.203919414924011,"TOAST LFC","Total sample size in a half = 50"
"gene26110",-0.779192890476998,-0.829121945491371,"TOAST LFC","Total sample size in a half = 50"
"gene2626",-0.206847890567102,-0.418070390676005,"TOAST LFC","Total sample size in a half = 50"
"gene2636",0.846486043453211,2.1156333273635,"TOAST LFC","Total sample size in a half = 50"
"gene2646",0.190343963842333,0.111397144411518,"TOAST LFC","Total sample size in a half = 50"
"gene2656",0.209096516023519,1.84881568237558,"TOAST LFC","Total sample size in a half = 50"
"gene2666",0.817439610175407,5.09123307601897,"TOAST LFC","Total sample size in a half = 50"
"gene2676",2.46178529563734,2.88308111119736,"TOAST LFC","Total sample size in a half = 50"
"gene2686",0.285772834064398,0.200846857396193,"TOAST LFC","Total sample size in a half = 50"
"gene2696",0.189220397429223,0.287648083736517,"TOAST LFC","Total sample size in a half = 50"
"gene2706",0.458948512601002,-0.0563650680159494,"TOAST LFC","Total sample size in a half = 50"
"gene27110",0.162255308336853,-0.501562901985797,"TOAST LFC","Total sample size in a half = 50"
"gene2726",2.14285907257472,2.14287814512778,"TOAST LFC","Total sample size in a half = 50"
"gene2736",2.02346214101157,2.69494824762193,"TOAST LFC","Total sample size in a half = 50"
"gene2746",-0.438367227065418,-0.656749608800185,"TOAST LFC","Total sample size in a half = 50"
"gene2756",2.49827149565895,3.53640864692225,"TOAST LFC","Total sample size in a half = 50"
"gene2766",-0.180037230729914,1.12069382266101,"TOAST LFC","Total sample size in a half = 50"
"gene2776",1.33649629573275,-1.55858740007537,"TOAST LFC","Total sample size in a half = 50"
"gene2786",2.95642889869783,0.538271374768756,"TOAST LFC","Total sample size in a half = 50"
"gene2796",-1.85163835035467,0.581124253019731,"TOAST LFC","Total sample size in a half = 50"
"gene2806",2.12514862583314,0.562058216674713,"TOAST LFC","Total sample size in a half = 50"
"gene28110",0.667948366775485,0.26465213483286,"TOAST LFC","Total sample size in a half = 50"
"gene2826",4.19095064337727,1.56270886786619,"TOAST LFC","Total sample size in a half = 50"
"gene2836",1.82777951024868,0.555224990913927,"TOAST LFC","Total sample size in a half = 50"
"gene2846",3.19571267069525,0.00806850552078196,"TOAST LFC","Total sample size in a half = 50"
"gene2856",0.862947124261792,2.379296874211,"TOAST LFC","Total sample size in a half = 50"
"gene2866",1.30161931404704,3.03523188539455,"TOAST LFC","Total sample size in a half = 50"
"gene2876",0.897967559832001,1.92668629601587,"TOAST LFC","Total sample size in a half = 50"
"gene2886",0.936776391515242,0.9380002923035,"TOAST LFC","Total sample size in a half = 50"
"gene2896",-1.19207074023666,1.35748144130372,"TOAST LFC","Total sample size in a half = 50"
"gene2906",1.47993208122685,1.45823220302277,"TOAST LFC","Total sample size in a half = 50"
"gene29110",3.42415520358968,-1.64301016308595,"TOAST LFC","Total sample size in a half = 50"
"gene2926",-0.161654691900651,1.92172304229964,"TOAST LFC","Total sample size in a half = 50"
"gene2936",0.732784772110659,-0.515850183243505,"TOAST LFC","Total sample size in a half = 50"
"gene2946",2.09494708558274,-0.618767647438518,"TOAST LFC","Total sample size in a half = 50"
"gene2956",2.42814119140889,1.13433315878361,"TOAST LFC","Total sample size in a half = 50"
"gene2966",0.524348586106863,2.23750904549358,"TOAST LFC","Total sample size in a half = 50"
"gene2976",0.901481386430713,2.27305675103438,"TOAST LFC","Total sample size in a half = 50"
"gene2986",1.32548871941243,-0.551539907773531,"TOAST LFC","Total sample size in a half = 50"
"gene2996",0.00939471592179848,-0.233157653305178,"TOAST LFC","Total sample size in a half = 50"
"gene3006",-0.141532017257618,-1.97072326281615,"TOAST LFC","Total sample size in a half = 50"
"gene30110",0.710723207246343,-1.46566361702657,"TOAST LFC","Total sample size in a half = 50"
"gene3026",1.62842660775349,-0.0524377008933145,"TOAST LFC","Total sample size in a half = 50"
"gene3036",1.18001493699989,-0.953810186185589,"TOAST LFC","Total sample size in a half = 50"
"gene3046",1.27511588017984,-1.23298781066382,"TOAST LFC","Total sample size in a half = 50"
"gene3056",3.92423616582467,1.04943513366079,"TOAST LFC","Total sample size in a half = 50"
"gene3066",2.30049331490417,0.422618958345078,"TOAST LFC","Total sample size in a half = 50"
"gene3076",0.910305739292821,-0.176953445313955,"TOAST LFC","Total sample size in a half = 50"
"gene3086",-0.741154405284207,3.29500959214173,"TOAST LFC","Total sample size in a half = 50"
"gene3096",0.739123237172299,2.09611053112499,"TOAST LFC","Total sample size in a half = 50"
"gene31010",-0.959817549308902,-0.271910462954032,"TOAST LFC","Total sample size in a half = 50"
"gene31110",4.95552459113925,0.715239848383223,"TOAST LFC","Total sample size in a half = 50"
"gene3127",0.435573849739327,1.74531402757827,"TOAST LFC","Total sample size in a half = 50"
"gene3136",1.05042690587289,0.200501353174017,"TOAST LFC","Total sample size in a half = 50"
"gene3146",0.654472273479263,0.76806283115999,"TOAST LFC","Total sample size in a half = 50"
"gene3156",-1.55942466435483,1.355960888271,"TOAST LFC","Total sample size in a half = 50"
"gene3166",2.56747047573056,1.52151958613516,"TOAST LFC","Total sample size in a half = 50"
"gene3176",0.958357214121621,1.4975463071631,"TOAST LFC","Total sample size in a half = 50"
"gene3186",-2.3577038189514,0.556719636276775,"TOAST LFC","Total sample size in a half = 50"
"gene3196",1.10476299263091,0.768086123639833,"TOAST LFC","Total sample size in a half = 50"
"gene3206",-0.216278733090232,-0.787080009921838,"TOAST LFC","Total sample size in a half = 50"
"gene32110",-0.933040464766525,-0.25570323804854,"TOAST LFC","Total sample size in a half = 50"
"gene3226",-0.0380047546160637,0.696769899471486,"TOAST LFC","Total sample size in a half = 50"
"gene3236",-2.32700726396218,-1.25816516387187,"TOAST LFC","Total sample size in a half = 50"
