ID	gene	r
ENSG00000131771	PPP1R1B	0.221741707
ENSG00000188042	ARL4C	0.22166769
ENSG00000198055	GRK6	0.221657763
ENSG00000037474	NSUN2	0.221580077
ENSG00000267072	RP11-165E7.1	0.221552745
ENSG00000134259	NGF	0.221548986
ENSG00000128891	C15orf57	0.221483012
ENSG00000170734	POLH	0.221472001
ENSG00000266338	NBPF15	0.22146598
ENSG00000154721	JAM2	0.221461763
ENSG00000164134	NAA15	0.221459823
ENSG00000184319	RPL23AP82	0.221435376
ENSG00000102119	EMD	0.221407846
ENSG00000185163	DDX51	0.2212566
ENSG00000179523	EIF3J-AS1	0.221250508
ENSG00000128228	SDF2L1	0.221243591
ENSG00000160326	SLC2A6	0.221212184
ENSG00000058404	CAMK2B	0.22113913
ENSG00000249992	TMEM158	0.221116715
ENSG00000164211	STARD4	0.221088782
ENSG00000136870	ZNF189	0.220978778
ENSG00000027847	B4GALT7	0.220901576
ENSG00000067057	PFKP	0.220875154
ENSG00000122958	VPS26A	0.220840686
ENSG00000165661	QSOX2	0.220804386
ENSG00000119844	AFTPH	0.220785581
ENSG00000105738	SIPA1L3	0.220780079
ENSG00000135744	AGT	0.220740978
ENSG00000148153	INIP	0.220719885
ENSG00000229897	SEPT7P7	0.220684655
ENSG00000144320	KIAA1715	0.220668627
ENSG00000063601	MTMR1	0.22066661
ENSG00000118495	PLAGL1	0.220631242
ENSG00000242265	PEG10	0.220604816
ENSG00000030582	GRN	0.220590235
ENSG00000090013	BLVRB	0.220560283
ENSG00000144659	SLC25A38	0.220538672
ENSG00000119318	RAD23B	0.220500499
ENSG00000085871	MGST2	0.220479032
ENSG00000073756	PTGS2	0.220476381
ENSG00000053524	MCF2L2	0.22046337
ENSG00000175701	LINC00116	0.220404158
ENSG00000248643	RBM14-RBM4	0.220359631
ENSG00000152348	ATG10	0.220319984
ENSG00000266472	MRPS21	0.220317397
ENSG00000185813	PCYT2	0.220271197
ENSG00000143401	ANP32E	0.220240517
ENSG00000242173	ARHGDIG	0.2202214
ENSG00000185236	RAB11B	0.220205466
ENSG00000169246	NPIPB3	0.220203193
ENSG00000160932	LY6E	0.220186089
ENSG00000169715	MT1E	0.220161574
ENSG00000010256	UQCRC1	0.220159423
ENSG00000170340	B3GNT2	0.220099259
ENSG00000082458	DLG3	0.220093893
ENSG00000067445	TRO	0.220083971
ENSG00000261302	RP11-343H19.1	0.219984579
ENSG00000259755	RP11-505E24.2	0.219957763
ENSG00000165985	C1QL3	0.219840604
ENSG00000187498	COL4A1	0.219686582
ENSG00000133961	NUMB	0.219673301
ENSG00000135387	CAPRIN1	0.219666152
ENSG00000150593	PDCD4	0.219619342
ENSG00000151023	ENKUR	0.219602876
ENSG00000156273	BACH1	0.219601252
ENSG00000197312	DDI2	0.219561042
ENSG00000151135	TMEM263	0.219501902
ENSG00000235436	DPY19L2P4	0.219495837
ENSG00000137601	NEK1	0.219464684
ENSG00000180190	TDRP	0.219462536
ENSG00000142599	RERE	0.219417366
ENSG00000165084	C8orf34	0.219393647
ENSG00000181513	ACBD4	0.219371342
ENSG00000138795	LEF1	0.219334901
ENSG00000157514	TSC22D3	0.219285496
ENSG00000180245	RRH	0.219225132
ENSG00000169016	E2F6	0.219212064
ENSG00000164631	ZNF12	0.219113965
ENSG00000187051	RPS19BP1	0.219047409
ENSG00000088205	DDX18	0.219009879
ENSG00000006062	MAP3K14	0.218986816
ENSG00000018610	CXorf56	0.218922403
ENSG00000164683	HEY1	0.218919312
ENSG00000205765	C5orf51	0.218918466
ENSG00000197056	ZMYM1	0.218889198
ENSG00000105409	ATP1A3	0.218790922
ENSG00000168803	ADAL	0.218651575
ENSG00000074842	MYDGF	0.218632369
ENSG00000145687	SSBP2	0.218594138
ENSG00000100504	PYGL	0.218523635
ENSG00000143590	EFNA3	0.218518795
ENSG00000089472	HEPH	0.218509406
ENSG00000156298	TSPAN7	0.21849174
ENSG00000122299	ZC3H7A	0.218467141
ENSG00000176386	CDC26	0.218429269
ENSG00000268895	A1BG-AS1	0.218409035
ENSG00000165832	TRUB1	0.218398848
ENSG00000169813	HNRNPF	0.218396426
ENSG00000185565	LSAMP	0.218346951
ENSG00000115806	GORASP2	0.218344219
ENSG00000186462	NAP1L2	0.218263368
ENSG00000102554	KLF5	0.218247255
ENSG00000171150	SOCS5	0.218217271
ENSG00000165671	NSD1	0.218203182
ENSG00000213719	CLIC1	0.218189341
ENSG00000235297	FAUP1	0.218158854
ENSG00000150782	IL18	0.21815688
ENSG00000131653	TRAF7	0.218131749
ENSG00000141556	TBCD	0.218101924
ENSG00000071894	CPSF1	0.218069459
ENSG00000232346	SC22CB-1E7.1	0.218041595
ENSG00000188559	RALGAPA2	0.218028541
ENSG00000182325	FBXL6	0.218001527
ENSG00000163328	GPR155	0.217964369
ENSG00000153822	KCNJ16	0.217911955
ENSG00000115091	ACTR3	0.217857821
ENSG00000213585	VDAC1	0.217678217
ENSG00000151353	TMEM18	0.217643554
ENSG00000259295	CSPG4P12	0.217621449
ENSG00000239268	RP11-384F7.2	0.217600387
ENSG00000115145	STAM2	0.217540041
ENSG00000178950	GAK	0.217534259
ENSG00000069509	FUNDC1	0.217528849
ENSG00000167699	GLOD4	0.217511676
ENSG00000108846	ABCC3	0.217425551
ENSG00000275294	RP11-428O18.6	0.217410461
ENSG00000155858	LSM11	0.217377649
ENSG00000056586	RC3H2	0.217365726
ENSG00000163412	EIF4E3	0.217347555
ENSG00000184205	TSPYL2	0.217290513
ENSG00000129151	BBOX1	0.217271987
ENSG00000128573	FOXP2	0.217266386
ENSG00000067836	ROGDI	0.217232464
ENSG00000165072	MAMDC2	0.217156945
ENSG00000171365	CLCN5	0.217113872
ENSG00000172890	NADSYN1	0.217035653
ENSG00000187325	TAF9B	0.217032485
ENSG00000095574	IKZF5	0.216961977
ENSG00000074855	ANO8	0.216698792
ENSG00000122882	ECD	0.21664827
ENSG00000147246	HTR2C	0.216583242
ENSG00000180155	LYNX1	0.216555488
ENSG00000164066	INTU	0.216534566
ENSG00000181754	AMIGO1	0.216530161
ENSG00000197937	ZNF347	0.216503223
ENSG00000245910	SNHG6	0.216410736
ENSG00000110092	CCND1	0.216347648
ENSG00000183665	TRMT12	0.216311336
ENSG00000147854	UHRF2	0.216243301
ENSG00000213904	LIPE-AS1	0.216242306
ENSG00000147874	HAUS6	0.216173702
ENSG00000135074	ADAM19	0.216151267
ENSG00000067167	TRAM1	0.216150558
ENSG00000020129	NCDN	0.21614819
ENSG00000183087	GAS6	0.216140457
ENSG00000174516	PELI3	0.216118036
ENSG00000170571	EMB	0.216038808
ENSG00000215126	CBWD7	0.216002446
ENSG00000063761	ADCK1	0.215999497
ENSG00000179134	SAMD4B	0.215991077
ENSG00000116830	TTF2	0.215983952
ENSG00000101445	PPP1R16B	0.2159572
ENSG00000181991	MRPS11	0.215951892
ENSG00000182774	RPS17	0.215949558
ENSG00000135837	CEP350	0.215907415
ENSG00000090686	USP48	0.21588926
ENSG00000119801	YPEL5	0.215871438
ENSG00000054392	HHAT	0.215838061
ENSG00000148143	ZNF462	0.21578211
ENSG00000111802	TDP2	0.215761324
ENSG00000196437	ZNF569	0.215622654
ENSG00000001626	CFTR	0.215622647
ENSG00000004866	ST7	0.215588398
ENSG00000267121	CTD-2020K17.1	0.215573404
ENSG00000134440	NARS	0.215568139
ENSG00000136104	RNASEH2B	0.215548575
ENSG00000104388	RAB2A	0.21554038
ENSG00000148229	POLE3	0.215514999
ENSG00000138092	CENPO	0.215439976
ENSG00000104228	TRIM35	0.215427235
ENSG00000163762	TM4SF18	0.215421366
ENSG00000154529	CNTNAP3B	0.215361413
ENSG00000163964	PIGX	0.215219739
ENSG00000102879	CORO1A	0.215185076
ENSG00000103494	RPGRIP1L	0.215046591
ENSG00000072310	SREBF1	0.214988384
ENSG00000006715	VPS41	0.214934697
ENSG00000127329	PTPRB	0.214894971
ENSG00000171100	MTM1	0.214836657
ENSG00000126247	CAPNS1	0.21476523
ENSG00000122484	RPAP2	0.214660074
ENSG00000150776	C11orf57	0.214651345
ENSG00000131242	RAB11FIP4	0.214643917
ENSG00000169032	MAP2K1	0.214608026
ENSG00000131116	ZNF428	0.214600587
ENSG00000082068	WDR70	0.214597996
ENSG00000261423	RP11-1007O24.3	0.214590689
ENSG00000008405	CRY1	0.21448808
ENSG00000163273	NPPC	0.214472905
ENSG00000221947	XKR9	0.214408918
ENSG00000235587	GAPDHP65	0.214342352
ENSG00000136146	MED4	0.214301636
ENSG00000163827	LRRC2	0.21428322
ENSG00000108590	MED31	0.214208379
ENSG00000132406	TMEM128	0.214137882
ENSG00000100324	TAB1	0.214114461
ENSG00000233705	SLC26A4-AS1	0.214111647
ENSG00000168522	FNTA	0.214106843
ENSG00000105619	TFPT	0.214036803
ENSG00000114554	PLXNA1	0.214034451
ENSG00000186020	ZNF529	0.213961708
ENSG00000179348	GATA2	0.213944022
ENSG00000261451	RP11-981G7.1	0.213879369
ENSG00000023191	RNH1	0.213869986
ENSG00000160055	TMEM234	0.213865111
ENSG00000261612	SUB1P3	0.213766537
ENSG00000178917	ZNF852	0.213761846
ENSG00000018236	CNTN1	0.21370686
ENSG00000176022	B3GALT6	0.213693425
ENSG00000147383	NSDHL	0.213673189
ENSG00000196569	LAMA2	0.213661659
ENSG00000146469	VIP	0.213540523
ENSG00000145912	NHP2	0.213535617
ENSG00000111913	FAM65B	0.213528455
ENSG00000004142	POLDIP2	0.213522292
ENSG00000117533	VAMP4	0.213514423
ENSG00000257842	NOVA1-AS1	0.213476178
ENSG00000022277	RTFDC1	0.213406899
ENSG00000118402	ELOVL4	0.21334422
ENSG00000153162	BMP6	0.213334863
ENSG00000167272	POP5	0.213273105
ENSG00000211445	GPX3	0.213272168
ENSG00000251192	ZNF674	0.21326938
ENSG00000164985	PSIP1	0.213231706
ENSG00000227953	LINC01341	0.21322667
ENSG00000152778	IFIT5	0.213223457
ENSG00000111364	DDX55	0.213212712
ENSG00000138764	CCNG2	0.213157384
ENSG00000104626	ERI1	0.213148253
ENSG00000126698	DNAJC8	0.213114527
ENSG00000254635	WAC-AS1	0.21301802
ENSG00000174851	YIF1A	0.212978868
ENSG00000148700	ADD3	0.212968402
ENSG00000139620	KANSL2	0.212900007
ENSG00000178429	RPS3AP5	0.212891581
ENSG00000141552	ANAPC11	0.212828847
ENSG00000123179	EBPL	0.212806997
ENSG00000177614	PGBD5	0.212782575
ENSG00000156795	WDYHV1	0.212764307
ENSG00000116544	DLGAP3	0.21276066
ENSG00000182968	SOX1	0.212726927
ENSG00000138594	TMOD3	0.212706777
ENSG00000007255	TRAPPC6A	0.212619735
ENSG00000160789	LMNA	0.212618973
ENSG00000126217	MCF2L	0.212617498
ENSG00000152582	SPEF2	0.212612518
ENSG00000140600	SH3GL3	0.21258879
ENSG00000272769	RP11-725P16.2	0.212514211
ENSG00000139116	KIF21A	0.212490566
ENSG00000150867	PIP4K2A	0.212489634
ENSG00000144026	ZNF514	0.212417546
ENSG00000105642	KCNN1	0.212416038
ENSG00000110047	EHD1	0.212367911
ENSG00000197122	SRC	0.212322749
ENSG00000102978	POLR2C	0.212298829
ENSG00000008441	NFIX	0.212002182
ENSG00000100823	APEX1	0.211997126
ENSG00000258168	RP11-588H23.3	0.211948829
ENSG00000122862	SRGN	0.211928511
ENSG00000171867	PRNP	0.211919747
ENSG00000107968	MAP3K8	0.211900254
ENSG00000110395	CBL	0.211888696
ENSG00000248333	CDK11B	0.211828022
ENSG00000108262	GIT1	0.211782404
ENSG00000153815	CMIP	0.211757287
ENSG00000140564	FURIN	0.211747791
ENSG00000258844	RP11-259K15.2	0.211740762
ENSG00000139946	PELI2	0.211676936
ENSG00000165948	IFI27L1	0.211642168
ENSG00000196646	ZNF136	0.211567217
ENSG00000112033	PPARD	0.211395449
ENSG00000166889	PATL1	0.211314907
ENSG00000101181	MTG2	0.211267394
ENSG00000100664	EIF5	0.211249153
ENSG00000046647	GEMIN8	0.211245923
ENSG00000198276	UCKL1	0.211236803
ENSG00000241741	RPL7AP30	0.211149987
ENSG00000166526	ZNF3	0.211148295
ENSG00000146830	GIGYF1	0.211142939
ENSG00000165935	SMCO2	0.21109599
ENSG00000174695	TMEM167A	0.21103741
ENSG00000145337	PYURF	0.21091658
ENSG00000243176	RP11-550I24.2	0.210907021
ENSG00000120088	CRHR1	0.210855155
ENSG00000147162	OGT	0.210851226
ENSG00000185721	DRG1	0.210844762
ENSG00000122406	RPL5	0.210828003
ENSG00000164669	INTS4P1	0.210814222
ENSG00000123933	MXD4	0.210781773
ENSG00000132669	RIN2	0.210731546
ENSG00000136448	NMT1	0.210729419
ENSG00000078142	PIK3C3	0.210435107
ENSG00000081760	AACS	0.210416092
ENSG00000144134	RABL2A	0.210366997
ENSG00000088992	TESC	0.210332672
ENSG00000021574	SPAST	0.210330736
ENSG00000160124	CCDC58	0.210311138
ENSG00000136861	CDK5RAP2	0.210251935
ENSG00000152527	PLEKHH2	0.210234222
ENSG00000106692	FKTN	0.21022554
ENSG00000141699	FAM134C	0.210224369
ENSG00000267383	CTC-260E6.6	0.210191305
ENSG00000103148	NPRL3	0.210130717
ENSG00000113552	GNPDA1	0.210125427
ENSG00000116574	RHOU	0.210110895
ENSG00000057608	GDI2	0.209993867
ENSG00000117222	RBBP5	0.209970119
ENSG00000157895	C12orf43	0.20993496
ENSG00000138614	VWA9	0.209840639
ENSG00000115252	PDE1A	0.209798658
ENSG00000175581	MRPL48	0.20976793
ENSG00000136813	KIAA0368	0.209692506
ENSG00000070814	TCOF1	0.209647198
ENSG00000136152	COG3	0.209634118
ENSG00000130477	UNC13A	0.209628177
ENSG00000077380	DYNC1I2	0.209594255
ENSG00000140553	UNC45A	0.209539998
ENSG00000198039	ZNF273	0.209492887
ENSG00000100522	GNPNAT1	0.20948373
ENSG00000188976	NOC2L	0.209474683
ENSG00000154864	PIEZO2	0.209456745
ENSG00000099385	BCL7C	0.20945485
ENSG00000185386	MAPK11	0.209439402
ENSG00000182534	MXRA7	0.209428146
ENSG00000148154	UGCG	0.209393299
ENSG00000160218	TRAPPC10	0.20937163
ENSG00000178053	MLF1	0.209346616
ENSG00000130731	C16orf13	0.209296329
ENSG00000119487	MAPKAP1	0.209272979
ENSG00000100442	FKBP3	0.209272693
ENSG00000107669	ATE1	0.209224808
ENSG00000149262	INTS4	0.209206884
ENSG00000136709	WDR33	0.209206254
ENSG00000170889	RPS9	0.209130026
ENSG00000146374	RSPO3	0.209096457
ENSG00000137364	TPMT	0.209060537
ENSG00000006210	CX3CL1	0.209052764
ENSG00000010327	STAB1	0.208978634
ENSG00000009950	MLXIPL	0.208970242
ENSG00000197429	IPP	0.208922168
ENSG00000115041	KCNIP3	0.208907456
ENSG00000126088	UROD	0.20889639
ENSG00000160716	CHRNB2	0.208886237
ENSG00000121579	NAA50	0.208881155
ENSG00000070413	DGCR2	0.208862023
ENSG00000241014	RP11-244H3.1	0.20885575
ENSG00000167720	SRR	0.208846123
ENSG00000184984	CHRM5	0.20882663
ENSG00000130175	PRKCSH	0.208784827
ENSG00000136940	PDCL	0.20875467
ENSG00000203705	TATDN3	0.208663525
ENSG00000245149	RNF139-AS1	0.20860646
ENSG00000247516	MIR4458HG	0.208456017
ENSG00000197016	ZNF470	0.208449479
ENSG00000112685	EXOC2	0.208445327
ENSG00000143376	SNX27	0.208414876
ENSG00000187147	RNF220	0.208413883
ENSG00000107611	CUBN	0.208305996
ENSG00000163596	ICA1L	0.208297714
ENSG00000226026	RP11-57H12.3	0.208219065
ENSG00000148180	GSN	0.208195132
ENSG00000244242	IFITM10	0.20819435
ENSG00000076513	ANKRD13A	0.208156722
ENSG00000167771	RCOR2	0.207988912
ENSG00000262879	RP11-156P1.3	0.207976688
ENSG00000185808	PIGP	0.207971626
ENSG00000021776	AQR	0.207913732
ENSG00000174738	NR1D2	0.207799552
ENSG00000136213	CHST12	0.207773218
ENSG00000135540	NHSL1	0.207755334
ENSG00000108518	PFN1	0.207723923
ENSG00000119537	KDSR	0.207714842
ENSG00000083535	PIBF1	0.207704262
ENSG00000080298	RFX3	0.207612127
ENSG00000167779	IGFBP6	0.207509513
ENSG00000079313	REXO1	0.207502039
ENSG00000160404	TOR2A	0.207488573
ENSG00000007202	KIAA0100	0.207467719
ENSG00000136280	CCM2	0.207354153
ENSG00000166002	SMCO4	0.207316365
ENSG00000136156	ITM2B	0.207270826
ENSG00000104133	SPG11	0.207194701
ENSG00000136699	SMPD4	0.207153887
ENSG00000075914	EXOSC7	0.207150999
ENSG00000189180	ZNF33A	0.207108605
ENSG00000163930	BAP1	0.207108096
ENSG00000134874	DZIP1	0.20708697
ENSG00000173575	CHD2	0.207053918
ENSG00000107518	ATRNL1	0.20704905
ENSG00000185811	IKZF1	0.207038942
ENSG00000162458	FBLIM1	0.206986461
ENSG00000131018	SYNE1	0.206977629
ENSG00000135317	SNX14	0.20697175
ENSG00000079134	THOC1	0.206823454
ENSG00000148484	RSU1	0.206818141
ENSG00000075213	SEMA3A	0.206736369
ENSG00000146592	CREB5	0.206702252
ENSG00000101489	CELF4	0.206610659
ENSG00000131043	AAR2	0.20656079
ENSG00000198917	C9orf114	0.206531745
ENSG00000056050	C4orf27	0.206314903
ENSG00000137944	CCBL2	0.206306341
ENSG00000165379	LRFN5	0.206291675
ENSG00000169220	RGS14	0.206256291
ENSG00000120699	EXOSC8	0.206195788
ENSG00000155096	AZIN1	0.206179325
ENSG00000197226	TBC1D9B	0.206117978
ENSG00000160193	WDR4	0.206108597
ENSG00000185947	ZNF267	0.206085295
ENSG00000214827	MTCP1	0.20607474
ENSG00000228474	OST4	0.206039169
ENSG00000072803	FBXW11	0.206006874
ENSG00000138162	TACC2	0.20591402
ENSG00000246273	SBF2-AS1	0.205877365
ENSG00000114573	ATP6V1A	0.205869922
ENSG00000169359	SLC33A1	0.205855991
ENSG00000171189	GRIK1	0.20579666
ENSG00000110925	CSRNP2	0.205749909
ENSG00000152464	RPP38	0.205717783
ENSG00000109220	CHIC2	0.205712159
ENSG00000091622	PITPNM3	0.205681789
ENSG00000108679	LGALS3BP	0.205661186
ENSG00000113407	TARS	0.205655903
ENSG00000154764	WNT7A	0.205548053
ENSG00000156299	TIAM1	0.205535338
ENSG00000134508	CABLES1	0.205525216
ENSG00000151445	VIPAS39	0.205515795
ENSG00000145284	SCD5	0.205492798
ENSG00000064652	SNX24	0.205378031
ENSG00000143429	AC027612.6	0.205356756
ENSG00000165417	GTF2A1	0.205289517
ENSG00000100241	SBF1	0.205201231
ENSG00000146282	RARS2	0.205189189
ENSG00000153406	NMRAL1	0.205127131
ENSG00000118418	HMGN3	0.205071673
ENSG00000116667	C1orf21	0.204986162
ENSG00000163378	EOGT	0.204984101
ENSG00000008083	JARID2	0.204928231
ENSG00000173272	MZT2A	0.204859703
ENSG00000135185	TMEM243	0.204819757
ENSG00000135045	C9orf40	0.204809969
ENSG00000078061	ARAF	0.204783601
ENSG00000108239	TBC1D12	0.204775451
ENSG00000224479	AC136289.1	0.204656039
ENSG00000099956	SMARCB1	0.204653621
ENSG00000138175	ARL3	0.204624814
ENSG00000272870	RP11-798M19.6	0.204577391
ENSG00000114744	COMMD2	0.204576041
ENSG00000005156	LIG3	0.204461199
ENSG00000140598	EFTUD1	0.204386904
ENSG00000109861	CTSC	0.204371734
ENSG00000139351	SYCP3	0.204273583
ENSG00000136040	PLXNC1	0.204229826
ENSG00000075856	SART3	0.204167659
ENSG00000114948	ADAM23	0.204060093
ENSG00000108639	SYNGR2	0.204045807
ENSG00000160714	UBE2Q1	0.204027942
ENSG00000123143	PKN1	0.204009655
ENSG00000171843	MLLT3	0.203988285
ENSG00000170430	MGMT	0.203930147
ENSG00000235904	RBMS3-AS3	0.203893564
ENSG00000083807	SLC27A5	0.203880025
ENSG00000232112	TMA7	0.203803118
ENSG00000182575	NXPH3	0.203750848
ENSG00000138138	ATAD1	0.203711958
ENSG00000171587	DSCAM	0.203708081
ENSG00000091490	SEL1L3	0.20369547
ENSG00000141314	RHBDL3	0.203649304
ENSG00000247077	PGAM5	0.203613593
ENSG00000183793	NPIPA5	0.20357453
ENSG00000166024	R3HCC1L	0.203524643
ENSG00000184216	IRAK1	0.203509303
ENSG00000188243	COMMD6	0.203469439
ENSG00000015592	STMN4	0.203459595
ENSG00000175773	RP11-121M22.1	0.20342289
ENSG00000094631	HDAC6	0.203381884
ENSG00000151948	GLT1D1	0.203369416
ENSG00000228794	LINC01128	0.203354687
ENSG00000116128	BCL9	0.203330174
ENSG00000179431	FJX1	0.203301899
ENSG00000141446	ESCO1	0.203282454
ENSG00000251138	RP11-81H3.2	0.203260386
ENSG00000280739	EIF1B-AS1	0.203225247
ENSG00000167554	ZNF610	0.203161645
ENSG00000114812	VIPR1	0.203130726
ENSG00000157869	RAB28	0.20311085
ENSG00000117266	CDK18	0.203101261
ENSG00000169676	DRD5	0.203094773
ENSG00000086475	SEPHS1	0.203000183
ENSG00000109911	ELP4	0.20298959
ENSG00000053328	METTL24	0.202967042
ENSG00000136828	RALGPS1	0.20293653
ENSG00000214194	LINC00998	0.202931742
ENSG00000134291	TMEM106C	0.202917703
ENSG00000138767	CNOT6L	0.202899205
ENSG00000071242	RPS6KA2	0.20278896
ENSG00000109084	TMEM97	0.202784022
ENSG00000157601	MX1	0.202758758
ENSG00000174473	GALNTL6	0.202743034
ENSG00000127720	METTL25	0.202660601
ENSG00000101224	CDC25B	0.20263776
ENSG00000106009	BRAT1	0.20260872
ENSG00000126391	FRMD8	0.202577299
ENSG00000153291	SLC25A27	0.202560344
ENSG00000146281	PM20D2	0.202505724
ENSG00000131724	IL13RA1	0.202473527
ENSG00000163704	PRRT3	0.202414687
ENSG00000240771	ARHGEF25	0.202364825
ENSG00000058063	ATP11B	0.202339689
ENSG00000271383	NBPF19	0.202314529
ENSG00000234665	RP11-262H14.3	0.202303367
ENSG00000040633	PHF23	0.202279175
ENSG00000128805	ARHGAP22	0.202251301
ENSG00000188986	NELFB	0.202249089
ENSG00000158109	TPRG1L	0.202237966
ENSG00000135218	CD36	0.202201296
ENSG00000154359	LONRF1	0.202187241
ENSG00000182054	IDH2	0.202177795
ENSG00000141480	ARRB2	0.202150879
ENSG00000115295	CLIP4	0.202149982
ENSG00000006377	DLX6	0.202127662
ENSG00000131475	VPS25	0.20202285
ENSG00000091137	SLC26A4	0.201936356
ENSG00000050030	KIAA2022	0.201915992
ENSG00000134871	COL4A2	0.201877752
ENSG00000147234	FRMPD3	0.201863077
ENSG00000091527	CDV3	0.201795272
ENSG00000187134	AKR1C1	0.201751307
ENSG00000156711	MAPK13	0.20168251
ENSG00000234773	CTD-2666L21.1	0.201645377
ENSG00000115486	GGCX	0.201621044
ENSG00000109920	FNBP4	0.201576465
ENSG00000138380	CARF	0.201537166
ENSG00000132300	PTCD3	0.201460328
ENSG00000136631	VPS45	0.201422372
ENSG00000066557	LRRC40	0.201405184
ENSG00000013503	POLR3B	0.201393244
ENSG00000025772	TOMM34	0.201367749
ENSG00000186395	KRT10	0.201363584
ENSG00000251322	SHANK3	0.201363275
ENSG00000213753	CENPBD1P1	0.201319929
ENSG00000142784	WDTC1	0.201295905
ENSG00000166004	CEP295	0.20124211
ENSG00000268516	CTD-3138B18.5	0.201171981
ENSG00000138363	ATIC	0.201133693
ENSG00000198586	TLK1	0.201087876
ENSG00000143742	SRP9	0.201086141
ENSG00000124383	MPHOSPH10	0.201017332
ENSG00000247121	CTD-2260A17.2	0.200982142
ENSG00000166206	GABRB3	0.200974098
ENSG00000130193	THEM6	0.200825483
ENSG00000134444	KIAA1468	0.200767343
ENSG00000111670	GNPTAB	0.200750641
ENSG00000250510	GPR162	0.20074999
ENSG00000183741	CBX6	0.200667105
ENSG00000206579	XKR4	0.200626525
ENSG00000163625	WDFY3	0.200580402
ENSG00000069188	SDK2	0.200578908
ENSG00000180304	OAZ2	0.200558308
ENSG00000271538	RP11-326I11.4	0.200546934
ENSG00000158169	FANCC	0.200437693
ENSG00000134419	RPS15A	0.200430552
ENSG00000204120	GIGYF2	0.200377044
ENSG00000150540	HNMT	0.20033981
ENSG00000147894	C9orf72	0.200267891
ENSG00000165443	PHYHIPL	0.200180693
ENSG00000138385	SSB	0.200098239
ENSG00000116685	KIAA2013	0.2000707
ENSG00000135144	DTX1	0.200059478
ENSG00000139372	TDG	0.199963951
ENSG00000186111	PIP5K1C	0.199958811
ENSG00000197461	PDGFA	0.199912981
ENSG00000260918	RP11-731J8.2	0.199904366
ENSG00000253554	RP11-32K4.1	0.199901958
ENSG00000100473	COCH	0.199861386
ENSG00000113318	MSH3	0.199806578
ENSG00000139537	CCDC65	0.199747349
ENSG00000237440	ZNF737	0.199682954
ENSG00000049769	PPP1R3F	0.199676266
ENSG00000186448	ZNF197	0.199664414
ENSG00000163536	SERPINI1	0.199657875
ENSG00000142621	FHAD1	0.199536545
ENSG00000106628	POLD2	0.199486527
ENSG00000198887	SMC5	0.19945466
ENSG00000259234	ANKRD34C-AS1	0.199378929
ENSG00000125977	EIF2S2	0.199327992
ENSG00000132199	ENOSF1	0.19929637
ENSG00000253797	UTP14C	0.19928197
ENSG00000161981	SNRNP25	0.199177301
ENSG00000157927	RADIL	0.199165127
ENSG00000268119	CTD-2561J22.5	0.199114553
ENSG00000050748	MAPK9	0.199094035
ENSG00000105671	DDX49	0.199083339
ENSG00000174469	CNTNAP2	0.199057189
ENSG00000151702	FLI1	0.198886555
ENSG00000106290	TAF6	0.198837764
ENSG00000099995	SF3A1	0.19883611
ENSG00000164675	IQUB	0.198827103
ENSG00000239665	RP11-295P9.3	0.198754121
ENSG00000142453	CARM1	0.198744464
ENSG00000214595	EML6	0.198736373
ENSG00000163939	PBRM1	0.198712006
ENSG00000102109	PCSK1N	0.19867528
ENSG00000133393	FOPNL	0.198636013
ENSG00000155511	GRIA1	0.198634974
ENSG00000196498	NCOR2	0.198585819
ENSG00000203879	GDI1	0.198581949
ENSG00000168172	HOOK3	0.198553716
ENSG00000074527	NTN4	0.198517045
ENSG00000158008	EXTL1	0.198513056
ENSG00000113369	ARRDC3	0.198494947
ENSG00000036448	MYOM2	0.198494337
ENSG00000106351	AGFG2	0.19848527
ENSG00000170584	NUDCD2	0.19845408
ENSG00000275832	ARHGAP23	0.19843771
ENSG00000170631	ZNF16	0.198403537
ENSG00000071189	SNX13	0.198393069
ENSG00000108953	YWHAE	0.198348598
ENSG00000174748	RPL15	0.198325619
ENSG00000177302	TOP3A	0.198269137
ENSG00000105889	STEAP1B	0.198216685
ENSG00000180817	PPA1	0.198173682
ENSG00000141551	CSNK1D	0.198165325
ENSG00000198496	NBR2	0.198135623
ENSG00000167986	DDB1	0.198103999
ENSG00000160145	KALRN	0.198095413
ENSG00000169122	FAM110B	0.198089161
ENSG00000005812	FBXL3	0.198045357
ENSG00000213965	NUDT19	0.198029286
ENSG00000163961	RNF168	0.19802297
ENSG00000203804	ADAMTSL4-AS1	0.198015946
ENSG00000168016	TRANK1	0.197922134
ENSG00000076554	TPD52	0.19785242
ENSG00000159840	ZYX	0.197815211
ENSG00000171509	RXFP1	0.197806551
ENSG00000141499	WRAP53	0.197801472
ENSG00000035681	NSMAF	0.197788956
ENSG00000138744	NAAA	0.197787204
ENSG00000126882	FAM78A	0.197705354
ENSG00000175471	MCTP1	0.19768811
ENSG00000215018	COL28A1	0.197683348
ENSG00000058056	USP13	0.197650532
ENSG00000163630	SYNPR	0.197614734
ENSG00000182752	PAPPA	0.197564181
ENSG00000150054	MPP7	0.197553999
ENSG00000011009	LYPLA2	0.197546119
ENSG00000077942	FBLN1	0.197546054
ENSG00000110917	MLEC	0.197505527
ENSG00000196470	SIAH1	0.197500582
ENSG00000130227	XPO7	0.197479354
ENSG00000117245	KIF17	0.197436973
